bib	div	loc	country	prof	swim.dist	swim.split	swim.race	swim.pace	swim.drank	swim.grank	swim.orank	bike.dist	bike.split	bike.race	bike.pace	bike.drank	bike.grank	bike.orank	run.dist	run.split	run.race	run.pace	run.drank	run.grank	run.orank	t1	t2
1150	F55-59	Chester NH	USA	Nurse	3.8 km	1:31:39	1:31:39	2:24/100m	23	417	1745	180 km	7:47:48	9:33:24	23.09 km/h	27	510	2132	42.195 km	5:44:01	15:28:39	8:09/km	25	498	2030	13:57	11:14
1151	F55-59	Sarnia ON	CAN	Accountant	3.8 km	1:15:23	1:15:23	1:59/100m	4	127	649	180 km	6:31:31	7:55:27	27.59 km/h	3	140	1103	42.195 km	6:07:20	14:09:09	8:42/km	13	322	1618	8:33	6:22
1152	F55-59	Trois-Rivieres QC	CAN	Other	3.8 km	1:36:27	1:36:27	2:32/100m	26	474	1932	180 km	6:42:55	8:30:01	26.80 km/h	11	265	1542	42.195 km	4:00:33	12:35:17	5:42/km	2	131	927	10:39	4:43
1153	F55-59	Kingston ON	CAN	Retired	3.8 km	1:31:13	1:31:13	2:24/100m	22	406	1717	180 km	6:25:01	8:05:24	28.05 km/h	7	170	1244	42.195 km	4:55:39	13:06:50	7:00/km	4	189	1176	9:10	5:47
1154	F55-59	Pittsburgh PA	USA	Secretary	3.8 km	2:06:26	2:06:26	3:19/100m	37	644	2392	180 km	7:57:36	10:17:17	22.61 km/h	34	603	2314	42.195 km	--:--	--:--	--/km	--	--	--	13:15	7:38
																											
1156	F55-59	Strafford NH	USA	Psychologist	3.8 km	1:57:23	1:57:23	3:05/100m	34	610	2332	180 km	7:39:59	9:50:45	23.48 km/h	29	556	2240	42.195 km	6:03:40	16:00:44	8:37/km	27	538	2135	13:23	6:19
1157	F55-59	Brampton ON	CAN	Management	3.8 km	1:31:09	1:31:09	2:23/100m	21	404	1715	180 km	7:58:10	9:39:24	22.59 km/h	28	531	2180	42.195 km	5:03:31	14:49:21	7:11/km	23	424	1855	10:05	6:26
1158	F55-59	New Glarus WI	USA	Salesperson	3.8 km	1:27:01	1:27:01	2:17/100m	13	331	1473	180 km	7:07:15	8:43:30	25.28 km/h	16	327	1706	42.195 km	5:19:54	14:10:45	7:34/km	14	327	1630	9:14	7:21
1159	F55-59	Danvers MA	USA	Physical Therapist	3.8 km	1:39:12	1:39:12	2:36/100m	27	496	2018	180 km	6:34:21	8:24:16	27.39 km/h	10	242	1472	42.195 km	4:55:26	13:27:52	7:00/km	8	224	1343	10:43	8:10
1160	F55-59	Hamden CT	USA	Culinary Arts	3.8 km	1:56:31	1:56:31	3:03/100m	33	602	2314	180 km	4:57:55	7:04:18	36.25 km/h	1	40	384	42.195 km	--:--	--:--	--/km	--	--	--	9:52	4:22
1161	F55-59	Calgary AB	CAN	Other	3.8 km	1:19:51	1:19:51	2:06/100m	11	201	1001	180 km	6:35:33	8:04:23	27.30 km/h	6	166	1229	42.195 km	5:01:17	13:11:13	7:08/km	5	194	1208	8:59	5:33
1162	F55-59	Lowell MA	USA	Other	3.8 km	1:50:02	1:50:02	2:53/100m	32	581	2264	180 km	8:10:13	10:13:07	22.03 km/h	33	596	2304	42.195 km	--:--	--:--	--/km	--	--	--	12:52	6:20
1163	F60-64	Gatineau QC	CAN	Retired	3.8 km	1:45:31	1:45:31	2:46/100m	10	554	2188	180 km	7:28:14	9:24:50	24.09 km/h	5	478	2067	42.195 km	5:32:22	15:05:02	7:52/km	3	462	1941	11:05	7:50
																											
1165	F60-64	Queensbury NY	USA	Administrator	3.8 km	2:32:00	2:32:00	4:00/100m	13	661	2435	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	--:--	--:--
1166	F60-64	Fair Oaks CA	USA	Retired	3.8 km	1:20:02	1:20:02	2:06/100m	2	208	1017	180 km	7:22:49	8:54:31	24.39 km/h	2	373	1822	42.195 km	5:29:10	14:30:44	7:48/km	1	375	1748	11:40	7:03
																											
1168	F60-64	Fort Ann NY	USA	Teacher	3.8 km	1:39:34	1:39:34	2:37/100m	9	504	2034	180 km	7:55:42	9:45:47	22.70 km/h	9	547	2214	42.195 km	--:--	--:--	--/km	--	--	--	10:31	7:28
1169	F60-64	Sacramento CA	USA	Other	3.8 km	1:30:29	1:30:29	2:22/100m	7	395	1678	180 km	7:26:07	9:15:41	24.21 km/h	4	450	2004	42.195 km	5:44:05	15:12:49	8:09/km	4	476	1979	19:05	13:03
1170	F60-64	Prospect KY	USA	Nurse	3.8 km	1:26:59	1:26:59	2:17/100m	6	328	1469	180 km	7:23:38	9:02:00	24.34 km/h	3	405	1895	42.195 km	6:32:32	15:42:01	9:18/km	6	513	2074	11:23	7:29
1171	F60-64	Philadelphia PA	USA	Administrator	3.8 km	1:23:09	1:23:09	2:11/100m	3	257	1230	180 km	6:50:28	8:25:02	26.31 km/h	1	246	1484	42.195 km	6:00:01	14:38:04	8:31/km	2	394	1788	11:25	13:01
1172	F60-64	Hamilton ON	CAN	Business Owner	3.8 km	1:36:26	1:36:26	2:32/100m	8	472	1930	180 km	7:40:31	9:25:34	23.45 km/h	6	480	2074	42.195 km	6:19:14	15:52:12	8:59/km	8	528	2115	8:37	7:24
1173	F60-64	Clifton Park NY	USA	Massage Therapist	3.8 km	1:25:53	1:25:53	2:15/100m	4	299	1402	180 km	8:03:47	9:43:44	22.32 km/h	8	541	2201	42.195 km	6:25:04	16:22:06	9:07/km	9	569	2199	14:04	13:18
1174	F60-64	Kingston ON	CAN	Nurse	3.8 km	1:26:49	1:26:49	2:17/100m	5	320	1458	180 km	8:22:42	10:01:01	21.48 km/h	11	579	2277	42.195 km	--:--	--:--	--/km	--	--	--	11:30	9:52
1175	F65-69	St. Louis MO	USA	Event Organizer	3.8 km	1:44:15	1:44:15	2:44/100m	1	544	2164	180 km	7:57:47	9:58:38	22.60 km/h	1	571	2265	42.195 km	6:07:21	16:16:44	8:42/km	1	560	2178	16:36	10:45
																											
																											
1178	M18-24	Montreal QC	CAN	Student	3.8 km	1:27:41	1:27:41	2:18/100m	34	1175	1522	180 km	7:23:12	9:00:23	24.37 km/h	41	1485	1881	42.195 km	4:52:13	14:01:56	6:55/km	36	1269	1578	9:30	9:20
1179	M18-24	Middleton MA	USA	Financial Analyst	3.8 km	1:03:23	1:03:23	1:40/100m	3	82	107	180 km	5:33:38	6:41:45	32.37 km/h	2	154	165	42.195 km	3:22:08	10:07:04	4:47/km	2	75	81	4:44	3:11
1180	M18-24	Swanzey NH	USA	Student	3.8 km	1:18:08	1:18:08	2:03/100m	22	683	848	180 km	5:52:11	7:20:00	30.67 km/h	10	540	609	42.195 km	5:26:17	12:57:40	7:43/km	23	932	1098	9:41	11:23
1181	M18-24	Swanzey NH	USA	Computer Programmer	3.8 km	1:12:23	1:12:23	1:54/100m	14	402	493	180 km	6:16:12	7:35:36	28.71 km/h	17	736	829	42.195 km	4:48:17	12:27:41	6:49/km	16	748	863	7:01	3:48
1182	M18-24	Val-David QC	CAN	Student	3.8 km	1:39:02	1:39:02	2:36/100m	44	1522	2016	180 km	6:21:53	8:09:25	28.28 km/h	32	1107	1294	42.195 km	5:18:46	13:32:10	7:33/km	32	1143	1379	8:30	3:59
																											
																											
1185	M18-24	Ottawa ON	CAN	Student	3.8 km	1:07:22	1:07:22	1:46/100m	8	181	232	180 km	7:12:41	8:30:00	24.96 km/h	35	1277	1541	42.195 km	5:52:57	14:31:41	8:21/km	40	1376	1753	9:57	8:44
1186	M18-24	Mystic CT	USA	Student	3.8 km	1:37:40	1:37:40	2:34/100m	42	1495	1977	180 km	7:51:44	9:38:47	22.89 km/h	45	1645	2175	42.195 km	6:27:21	16:11:18	9:10/km	47	1614	2164	9:23	5:10
1187	M18-24	Hamilton ON	CAN	Unemployed	3.8 km	54:49	54:49	1:26/100m	1	8	8	180 km	5:44:52	6:44:17	31.32 km/h	3	169	182	42.195 km	3:57:55	10:45:26	5:38/km	3	182	199	4:36	3:14
1188	M18-24	Terrebonne QC	CAN	Student	3.8 km	1:10:09	1:10:09	1:50/100m	11	279	352	180 km	6:20:48	7:38:34	28.36 km/h	19	764	861	42.195 km	4:47:00	12:33:45	6:48/km	18	790	915	7:37	8:11
1189	M18-24	Mont-Tremblant QC	CAN	Accountant	3.8 km	1:20:23	1:20:23	2:06/100m	27	832	1047	180 km	6:40:27	8:09:08	26.97 km/h	31	1106	1292	42.195 km	4:13:20	12:27:50	6:00/km	17	751	866	8:18	5:22
1190	M18-24	Powell OH	USA	Salesperson	3.8 km	1:13:09	1:13:09	1:55/100m	15	426	529	180 km	6:01:40	7:22:14	29.86 km/h	12	577	651	42.195 km	5:08:38	12:36:00	7:18/km	19	802	935	7:25	5:08
1191	M18-24	Mont-Tremblant QC	CAN	Construction	3.8 km	1:41:24	1:41:24	2:40/100m	46	1573	2099	180 km	7:25:05	9:29:52	24.27 km/h	43	1612	2106	42.195 km	5:42:38	15:21:25	8:07/km	44	1520	2010	23:23	8:55
1192	M18-24	Saint-Jerome QC	CAN	Student	3.8 km	1:14:03	1:14:03	1:56/100m	16	455	566	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	5:04	--:--
1193	M18-24	Annapolis MD	USA	Student	3.8 km	1:09:12	1:09:12	1:49/100m	9	250	312	180 km	6:16:46	7:33:30	28.66 km/h	15	713	803	42.195 km	4:20:07	11:57:34	6:09/km	13	559	641	7:32	3:57
1194	M18-24	Sharbot Lake ON	CAN	Student	3.8 km	1:03:26	1:03:26	1:40/100m	4	85	110	180 km	6:24:01	7:37:02	28.12 km/h	18	749	844	42.195 km	5:09:41	12:54:09	7:20/km	21	913	1071	9:35	7:26
1195	M18-24	Blainville QC	CAN	Student	3.8 km	2:19:04	2:19:04	3:39/100m	50	1768	2423	180 km	7:34:32	10:05:45	23.76 km/h	48	1704	2293	42.195 km	6:25:16	16:38:00	9:07/km	48	1651	2234	12:09	6:59
1196	M18-24	Mont Saint-Hilaire QC	CAN	Fire Fighter	3.8 km	1:35:26	1:35:26	2:30/100m	40	1438	1891	180 km	6:00:58	7:42:24	29.92 km/h	24	795	899	42.195 km	5:13:05	12:58:54	7:25/km	24	936	1108	6:00	3:25
1197	M18-24	Houston TX	AUS	Student	3.8 km	1:16:10	1:16:10	2:00/100m	20	569	703	180 km	6:00:08	7:24:41	29.99 km/h	13	607	684	42.195 km	4:28:21	11:56:54	6:21/km	12	554	636	8:23	3:52
1198	M18-24	Saint-Colomban QC	CAN	Military Service - Foreig	3.8 km	1:31:30	1:31:30	2:24/100m	38	1325	1740	180 km	6:36:55	8:13:45	27.21 km/h	33	1143	1346	42.195 km	5:07:58	13:24:51	7:17/km	29	1101	1317	5:20	3:08
																											
1200	M18-24	St-Hubert QC	CAN	Student	3.8 km	1:25:01	1:25:01	2:14/100m	31	1066	1347	180 km	6:22:50	7:54:17	28.21 km/h	29	953	1089	42.195 km	5:26:03	13:24:54	7:43/km	30	1102	1318	6:26	4:34
1201	M18-24	Ottawa ON	CAN	Student	3.8 km	1:20:20	1:20:20	2:06/100m	26	827	1041	180 km	5:54:33	7:21:55	30.46 km/h	11	573	647	42.195 km	4:17:49	11:44:10	6:06/km	9	460	529	7:02	4:26
1202	M18-24	Montreal QC	CAN	Student	3.8 km	1:14:10	1:14:10	1:57/100m	17	457	568	180 km	6:29:21	7:52:14	27.74 km/h	27	919	1052	42.195 km	4:47:55	12:45:45	6:49/km	20	865	1006	8:43	5:36
1203	M18-24	Shawinigan QC	CAN	Student	3.8 km	1:21:48	1:21:48	2:09/100m	29	914	1146	180 km	6:10:16	7:41:17	29.17 km/h	21	783	886	42.195 km	3:40:53	11:27:30	5:14/km	6	363	413	9:13	5:20
1204	M18-24	Ottawa ON	CAN	Salesperson	3.8 km	1:18:13	1:18:13	2:03/100m	23	689	854	180 km	6:15:29	7:41:32	28.76 km/h	22	786	889	42.195 km	4:37:10	12:24:03	6:34/km	15	731	838	7:50	5:21
1205	M18-24	Ottawa ON	CAN	Student	3.8 km	1:37:23	1:37:23	2:33/100m	41	1491	1971	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	12:15	--:--
1206	M18-24	Auburn NY	USA	Student	3.8 km	1:04:21	1:04:21	1:41/100m	6	114	147	180 km	6:02:38	7:12:45	29.78 km/h	7	444	494	42.195 km	4:28:01	11:43:26	6:21/km	7	453	520	5:46	2:40
1207	M18-24	Annapolis MD	USA	Financial Analyst	3.8 km	2:30:40	2:30:40	3:57/100m	51	1774	2433	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	9:08	--:--
1208	M18-24	Quebec QC	CAN	Other	3.8 km	1:26:43	1:26:43	2:16/100m	32	1136	1453	180 km	7:22:25	8:59:46	24.41 km/h	38	1476	1871	42.195 km	4:31:03	13:37:40	6:25/km	34	1176	1424	10:38	6:51
1209	M18-24	Boisbriand QC	CAN	Military Service - Foreig	3.8 km	1:56:48	1:56:48	3:04/100m	48	1714	2319	180 km	7:29:39	9:37:36	24.02 km/h	44	1639	2165	42.195 km	5:43:06	15:29:46	8:07/km	45	1534	2035	11:09	9:04
1210	M18-24	Newton MA	USA	Student	3.8 km	1:30:12	1:30:12	2:22/100m	36	1273	1665	180 km	8:04:39	9:46:51	22.28 km/h	46	1674	2225	42.195 km	6:13:09	16:10:56	8:50/km	46	1613	2163	12:00	10:56
1211	M18-24	St. John's NL	CAN	Student	3.8 km	1:04:10	1:04:10	1:41/100m	5	112	145	180 km	6:22:40	7:34:36	28.22 km/h	16	727	819	42.195 km	5:24:20	13:07:09	7:41/km	25	991	1180	7:46	8:13
1212	M18-24	Canton CT	USA	Student	3.8 km	1:28:14	1:28:14	2:19/100m	35	1203	1561	180 km	6:15:31	7:52:02	28.76 km/h	26	918	1051	42.195 km	6:05:49	14:03:06	8:40/km	37	1274	1583	8:17	5:15
1213	M18-24	Livonia MI	USA	Student	3.8 km	1:00:54	1:00:54	1:36/100m	2	50	57	180 km	7:15:10	8:24:32	24.82 km/h	34	1233	1476	42.195 km	4:44:45	13:16:48	6:44/km	27	1044	1249	8:28	7:31
1214	M18-24	Levis QC	CAN	Student	3.8 km	1:17:17	1:17:17	2:02/100m	21	635	785	180 km	6:13:30	7:39:23	28.92 km/h	20	772	872	42.195 km	5:46:50	13:33:00	8:13/km	33	1148	1390	8:36	6:47
1215	M18-24	Manchester NH	USA	Financial Analyst	3.8 km	1:19:01	1:19:01	2:04/100m	24	746	925	180 km	6:21:03	7:51:39	28.34 km/h	25	910	1043	42.195 km	5:20:40	13:21:16	7:35/km	28	1073	1281	11:35	8:57
1216	M18-24	New Market MD	USA	Student	3.8 km	1:20:48	1:20:48	2:07/100m	28	851	1072	180 km	6:13:21	7:41:44	28.93 km/h	23	791	894	42.195 km	5:11:06	12:56:09	7:22/km	22	923	1085	7:35	3:19
1217	M18-24	Leamington ON	CAN	Business Owner	3.8 km	1:31:19	1:31:19	2:24/100m	37	1320	1728	180 km	6:22:11	8:02:27	28.26 km/h	30	1043	1201	42.195 km	6:42:17	14:51:06	9:32/km	42	1439	1865	8:57	6:22
1218	M18-24	St. Charles IL	USA	U.S. Marine Corps	3.8 km	1:37:58	1:37:58	2:34/100m	43	1500	1983	180 km	7:24:22	9:12:33	24.30 km/h	42	1533	1972	42.195 km	4:41:23	13:59:40	6:40/km	35	1260	1564	10:13	5:44
1219	M18-24	Montreal QC	CAN	Student	3.8 km	1:23:10	1:23:10	2:11/100m	30	975	1232	180 km	7:27:53	9:00:13	24.11 km/h	40	1483	1879	42.195 km	5:41:16	14:45:27	8:05/km	41	1419	1829	9:10	3:58
1220	M18-24	Westmount QC	CAN	Financial Analyst	3.8 km	1:40:10	1:40:10	2:38/100m	45	1543	2053	180 km	6:44:28	8:37:37	26.70 km/h	36	1344	1643	42.195 km	4:43:19	13:28:24	6:42/km	31	1122	1349	12:59	7:28
1221	M18-24	Nanaimo BC	CAN	Student	3.8 km	1:04:47	1:04:47	1:42/100m	7	124	158	180 km	5:14:58	6:24:38	34.29 km/h	1	66	73	42.195 km	3:16:11	9:44:44	4:38/km	1	31	33	4:53	3:55
1222	M18-24	Oshawa ON	CAN	Student	3.8 km	1:57:06	1:57:06	3:04/100m	49	1719	2326	180 km	7:38:19	9:53:58	23.56 km/h	47	1688	2249	42.195 km	5:18:42	15:21:18	7:33/km	43	1518	2008	18:33	8:38
1223	M18-24	Montreal QC	CAN	Student	3.8 km	1:44:23	1:44:23	2:44/100m	47	1621	2165	180 km	7:01:55	9:00:12	25.60 km/h	39	1482	1878	42.195 km	5:11:59	14:23:03	7:23/km	39	1350	1706	13:54	10:52
1224	M18-24	Annapolis MD	USA	U.S. Navy	3.8 km	1:19:54	1:19:54	2:06/100m	25	806	1008	180 km	6:02:00	7:30:06	29.83 km/h	14	667	749	42.195 km	4:10:19	11:43:37	5:55/km	8	455	522	8:12	3:12
																											
1226	M18-24	Ottawa ON	CAN	Other	3.8 km	1:32:50	1:32:50	2:26/100m	39	1368	1795	180 km	6:09:01	7:52:24	29.27 km/h	28	923	1056	42.195 km	5:07:52	13:08:08	7:17/km	26	997	1188	10:33	7:52
1227	M18-24	Chicoutimi QC	CAN	Student	3.8 km	1:12:02	1:12:02	1:53/100m	13	382	470	180 km	6:00:21	7:19:03	29.97 km/h	9	528	596	42.195 km	4:56:08	12:18:34	7:01/km	14	696	799	6:40	3:23
1228	M18-24	Oakville ON	CAN	Real Estate	3.8 km	1:10:56	1:10:56	1:52/100m	12	323	399	180 km	5:55:05	7:14:31	30.42 km/h	8	468	521	42.195 km	4:26:06	11:46:35	6:18/km	10	477	548	8:30	5:58
1229	M25-29	Mount-Royal QC	CAN	Engineer	3.8 km	1:28:28	1:28:28	2:19/100m	105	1209	1575	180 km	6:59:56	8:37:11	25.72 km/h	110	1341	1639	42.195 km	5:36:43	14:19:37	7:58/km	111	1343	1691	8:47	5:43
1230	F45-49	Markham ON	CAN	Other	3.8 km	1:44:04	1:44:04	2:44/100m	72	543	2162	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	13:55	--:--
1231	M25-29	Calgary AB	CAN	Other	3.8 km	1:25:40	1:25:40	2:15/100m	96	1099	1394	180 km	6:13:55	7:47:40	28.88 km/h	77	858	982	42.195 km	4:36:08	12:27:32	6:32/km	75	745	859	8:05	3:44
1232	M25-29	Calgary AB	CAN	Banker	3.8 km	1:57:14	1:57:14	3:05/100m	129	1720	2327	180 km	7:20:17	9:25:21	24.53 km/h	125	1592	2070	42.195 km	4:55:45	14:27:28	7:00/km	114	1362	1728	7:50	6:22
1233	M25-29	East Syracuse NY	USA	Engineer	3.8 km	1:23:53	1:23:53	2:12/100m	87	1006	1270	180 km	5:38:11	7:08:18	31.94 km/h	47	397	441	42.195 km	3:50:14	11:02:25	5:27/km	32	238	264	6:14	3:53
1234	M25-29	Lebanon NH	USA	Teacher	3.8 km	1:16:14	1:16:14	2:00/100m	59	575	709	180 km	5:58:45	7:20:51	30.10 km/h	60	553	625	42.195 km	4:04:23	11:27:34	5:47/km	42	364	414	5:52	2:20
1235	M25-29	Swanzey NH	USA	Engineer	3.8 km	1:15:50	1:15:50	1:59/100m	58	552	681	180 km	6:44:28	8:07:38	26.70 km/h	96	1095	1276	42.195 km	4:43:28	12:57:40	6:43/km	86	931	1097	7:20	6:34
1236	M25-29	Swanzey NH	USA	Computer Programmer	3.8 km	1:11:59	1:11:59	1:53/100m	39	377	465	180 km	5:47:05	7:06:39	31.12 km/h	41	369	409	42.195 km	4:43:16	11:55:17	6:42/km	60	540	620	7:35	5:22
1237	M25-29	Austin TX	USA	Construction	3.8 km	1:37:01	1:37:01	2:33/100m	119	1473	1950	180 km	6:43:42	8:30:40	26.75 km/h	109	1281	1549	42.195 km	4:58:03	13:34:43	7:03/km	102	1161	1404	9:57	6:00
1238	M25-29	Coaticook QC	CAN	Sales Manager	3.8 km	1:24:07	1:24:07	2:12/100m	88	1015	1281	180 km	6:34:12	8:05:07	27.40 km/h	93	1072	1239	42.195 km	4:52:28	13:00:55	6:55/km	87	950	1123	6:48	3:20
1239	M25-29	Mont-Tremblant QC	CAN	Other	3.8 km	1:31:28	1:31:28	2:24/100m	113	1324	1738	180 km	7:04:59	8:46:50	25.41 km/h	114	1396	1733	42.195 km	5:07:16	14:01:18	7:16/km	107	1267	1574	10:23	7:12
1240	M25-29	Eastman QC	CAN	Marketing	3.8 km	1:18:07	1:18:07	2:03/100m	69	680	844	180 km	5:47:33	7:16:31	31.07 km/h	56	494	554	42.195 km	3:38:12	10:59:10	5:10/km	30	229	254	10:51	4:27
																											
1242	M25-29	Scottsdale AZ	CAN	Business Owner	3.8 km	1:15:18	1:15:18	1:58/100m	57	518	644	180 km	5:42:16	7:04:37	31.55 km/h	38	348	388	42.195 km	3:57:15	11:06:01	5:37/km	33	251	279	7:03	4:09
1243	M25-29	Levis QC	CAN	Student	3.8 km	1:05:11	1:05:11	1:42/100m	21	135	170	180 km	5:18:00	6:26:55	33.96 km/h	11	78	86	42.195 km	3:32:45	10:02:09	5:02/km	11	65	69	3:44	2:29
1244	M25-29	Toronto ON	CAN	Fitness Consultant	3.8 km	1:26:21	1:26:21	2:16/100m	99	1117	1424	180 km	7:26:41	9:06:58	24.18 km/h	118	1507	1927	42.195 km	5:45:48	15:02:20	8:11/km	122	1471	1926	13:56	9:34
1245	M25-29	Washington DC	USA	Consultant	3.8 km	1:08:43	1:08:43	1:48/100m	27	233	292	180 km	6:31:57	7:48:31	27.55 km/h	78	866	994	42.195 km	3:53:32	11:49:42	5:32/km	56	505	580	7:51	7:39
1246	M25-29	Mississauga ON	CAN	Student	3.8 km	1:12:43	1:12:43	1:54/100m	45	413	511	180 km	5:41:04	6:59:32	31.67 km/h	34	301	330	42.195 km	4:05:01	11:08:15	5:48/km	34	261	291	5:45	3:42
1247	M25-29	Saint-Lambert QC	CAN	Student	3.8 km	1:15:08	1:15:08	1:58/100m	56	507	630	180 km	6:47:02	8:11:24	26.53 km/h	98	1120	1314	42.195 km	5:42:59	14:00:31	8:07/km	106	1264	1571	9:14	6:08
1248	M25-29	Barrington RI	USA	Consultant	3.8 km	1:17:41	1:17:41	2:02/100m	67	656	815	180 km	5:58:08	7:22:47	30.16 km/h	64	579	653	42.195 km	4:39:38	12:08:08	6:37/km	65	632	726	6:58	5:43
1249	M25-29	Etobicoke ON	CAN	Photographer	3.8 km	1:15:04	1:15:04	1:58/100m	55	501	623	180 km	5:50:30	7:12:30	30.81 km/h	51	439	489	42.195 km	4:10:20	11:29:55	5:55/km	43	384	435	6:56	7:05
1250	M25-29	Mexico City	MEX	Accountant	3.8 km	1:27:58	1:27:58	2:18/100m	104	1185	1538	180 km	7:40:52	9:25:26	23.43 km/h	126	1593	2072	42.195 km	5:00:46	14:36:28	7:07/km	116	1393	1781	16:36	10:16
1251	M25-29	Medford NJ	USA	Attorney	3.8 km	1:22:14	1:22:14	2:09/100m	80	928	1165	180 km	7:11:38	8:41:11	25.02 km/h	112	1364	1674	42.195 km	5:28:32	14:15:35	7:47/km	110	1325	1663	7:19	5:52
1252	M25-29	Saratoga Springs NY	USA	Scientist	3.8 km	1:26:22	1:26:22	2:16/100m	100	1119	1429	180 km	6:31:16	8:06:19	27.60 km/h	95	1085	1262	42.195 km	4:20:21	12:29:54	6:10/km	79	770	886	8:41	3:14
1253	M25-29	Danville VA	USA	Other	3.8 km	58:36	58:36	1:32/100m	6	23	26	180 km	--:--	--:--	-- km/h	--	--	--	42.195 km	--:--	--:--	--/km	--	--	--	6:18	7:33:04
1254	M25-29	McLean VA	USA	Salesperson	3.8 km	1:00:47	1:00:47	1:35/100m	9	46	52	180 km	5:52:52	7:00:08	30.61 km/h	35	310	340	42.195 km	4:39:35	11:43:42	6:37/km	53	456	523	6:29	3:59
1255	M25-29	Quebec QC	CAN	Police	3.8 km	1:17:49	1:17:49	2:02/100m	68	665	826	180 km	7:40:45	9:13:08	23.44 km/h	121	1535	1977	42.195 km	5:20:39	14:50:57	7:35/km	121	1438	1864	14:34	17:10
1256	M25-29	Gatineau QC	CAN	Accountant	3.8 km	1:24:42	1:24:42	2:13/100m	90	1041	1318	180 km	6:46:18	8:20:23	26.58 km/h	105	1198	1423	42.195 km	4:57:54	13:25:23	7:03/km	94	1104	1322	9:23	7:06
1257	M25-29	Englewood NJ	USA	Banker	3.8 km	1:19:26	1:19:26	2:05/100m	75	776	970	180 km	6:40:21	8:11:30	26.98 km/h	99	1122	1316	42.195 km	5:11:25	13:34:06	7:22/km	101	1158	1400	11:43	11:11
1258	M25-29	Englewood NJ	USA	Student	3.8 km	1:22:24	1:22:24	2:10/100m	82	935	1175	180 km	6:41:08	8:16:43	26.92 km/h	102	1166	1378	42.195 km	4:41:18	13:11:22	6:40/km	90	1015	1209	13:11	13:21
1259	M25-29	Keene NH	USA	Other	3.8 km	1:10:47	1:10:47	1:51/100m	32	309	384	180 km	6:36:11	7:54:14	27.26 km/h	83	951	1087	42.195 km	4:39:55	12:40:56	6:38/km	82	834	970	7:16	6:47
1260	M25-29	Buffalo NY	USA	Engineer	3.8 km	1:25:51	1:25:51	2:15/100m	97	1103	1401	180 km	7:13:52	8:47:45	24.89 km/h	115	1402	1742	42.195 km	4:35:21	13:30:07	6:31/km	96	1130	1364	8:02	7:01
1261	M25-29	Royal Oak MI	USA	Engineer	3.8 km	1:38:19	1:38:19	2:35/100m	121	1504	1989	180 km	7:44:35	9:35:34	23.25 km/h	128	1626	2141	42.195 km	6:35:02	16:18:54	9:21/km	126	1626	2191	12:40	8:18
1262	M25-29	New York NY	USA	Banker	3.8 km	1:11:48	1:11:48	1:53/100m	36	364	450	180 km	6:47:45	8:06:01	26.49 km/h	94	1080	1256	42.195 km	4:08:59	12:21:01	5:54/km	74	718	823	6:28	6:01
1263	M25-29	London ON	CAN	Other	3.8 km	1:38:22	1:38:22	2:35/100m	122	1505	1990	180 km	8:29:50	10:20:21	21.18 km/h	130	1714	2318	42.195 km	6:14:07	16:39:34	8:51/km	128	1652	2237	12:09	5:06
1264	M25-29	Saint-Romuald QC	CAN	Student	3.8 km	49:54	49:54	1:18/100m	1	1	1	180 km	4:48:24	5:42:19	37.45 km/h	1	9	9	42.195 km	3:17:07	9:01:13	4:40/km	1	7	7	4:01	1:47
1265	M25-29	Hudson NH	USA	Financial Analyst	3.8 km	1:40:10	1:40:10	2:38/100m	124	1542	2052	180 km	7:20:27	9:15:24	24.52 km/h	123	1549	1998	42.195 km	6:45:33	16:12:18	9:36/km	125	1615	2166	14:47	11:21
																											
1267	M25-29	Granby QC	CAN	Electrician	3.8 km	1:34:40	1:34:40	2:29/100m	117	1422	1868	180 km	5:51:34	7:35:00	30.72 km/h	70	730	823	42.195 km	4:13:57	11:53:49	6:01/km	59	532	612	8:46	4:52
1268	M25-29	Waterford CT	USA	Engineer	3.8 km	1:29:46	1:29:46	2:21/100m	107	1259	1644	180 km	6:15:21	7:52:52	28.77 km/h	80	929	1063	42.195 km	4:31:24	12:28:42	6:25/km	77	759	874	7:45	4:26
1269	M25-29	Repentigny QC	CAN	Construction	3.8 km	1:10:00	1:10:00	1:50/100m	29	274	346	180 km	5:35:49	6:50:54	32.16 km/h	26	228	249	42.195 km	3:34:32	10:28:23	5:05/km	17	119	133	5:05	2:57
1270	M25-29	Ottawa ON	CAN	Administrator	3.8 km	1:07:29	1:07:29	1:46/100m	23	185	237	180 km	5:07:25	6:20:23	35.13 km/h	7	55	59	42.195 km	3:32:54	9:56:21	5:02/km	7	53	56	5:29	3:04
																											
